종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"095570","AJ네트웍스","KOSPI","일반서비스","4775","140","3.02","216081924225"
"006840","AK홀딩스","KOSPI","기타금융","9000","10","0.11","119228049000"
"027410","BGF","KOSPI","기타금융","3970","-65","-1.61","379995660270"
"282330","BGF리테일","KOSPI","유통","109700","1400","1.29","1896044488200"
"138930","BNK금융지주","KOSPI","기타금융","15300","250","1.66","4810704856200"
"001460","BYC","KOSPI","섬유·의류","41200","550","1.35","257341380000"
"001465","BYC우","KOSPI","섬유·의류","23700","-200","-0.84","51046245000"
"001040","CJ","KOSPI","기타금융","174900","-1200","-0.68","5103056950200"
"079160","CJ CGV","KOSPI","오락·문화","6030","310","5.42","998456378670"
"00104K","CJ4우(전환)","KOSPI","기타금융","152700","-800","-0.52","645388382400"
"000120","CJ대한통운","KOSPI","운송·창고","93300","2000","2.19","2128391695200"
"011150","CJ씨푸드","KOSPI","음식료·담배","2725","-5","-0.18","97911356425"
"011155","CJ씨푸드1우","KOSPI","음식료·담배","14220","-310","-2.13","2844000000"
"001045","CJ우","KOSPI","기타금융","87600","-400","-0.45","197995534800"
"097950","CJ제일제당","KOSPI","음식료·담배","210500","1000","0.48","3168906153000"
"097955","CJ제일제당 우","KOSPI","음식료·담배","137700","100","0.07","182787524100"
"000480","CR홀딩스","KOSPI","비금속","4985","30","0.61","233749092650"
"000590","CS홀딩스","KOSPI","기타금융","78000","-900","-1.14","90049596000"
"012030","DB","KOSPI","IT 서비스","1449","-5","-0.34","291501028917"
"005830","DB손해보험","KOSPI","보험","127200","2700","2.17","9005760000000"
"016610","DB증권","KOSPI","증권","10480","-20","-0.19","444838156720"
"000990","DB하이텍","KOSPI","전기·전자","64500","900","1.42","2806045926000"
"000300","DH오토넥스","KOSPI","운송장비·부품","1984","0","0.00","164422234240"
"001530","DI동일","KOSPI","유통","20100","390","1.98","396558528000"
"015590","DKME","KOSPI","기계·장비","515","0","0.00","122045495160"
"000210","DL","KOSPI","화학","39000","-150","-0.38","817279476000"
"000215","DL우","KOSPI","화학","25750","350","1.38","43417461250"
"375500","DL이앤씨","KOSPI","건설","39600","-650","-1.61","1532267470800"
"37550L","DL이앤씨2우(전환)","KOSPI","건설","29200","-100","-0.34","61668969200"
"37550K","DL이앤씨우","KOSPI","건설","21900","-450","-2.01","46294081500"
"007340","DN오토모티브","KOSPI","전기·전자","24200","100","0.41","1415962933000"
"004840","DRB동일","KOSPI","화학","4865","10","0.21","96959450000"
"155660","DSR","KOSPI","금속","3905","5","0.13","62480000000"
"069730","DSR제강","KOSPI","금속","3645","55","1.53","52488000000"
"017860","DS단석","KOSPI","화학","19820","350","1.80","348519081840"
"092780","DYP","KOSPI","운송장비·부품","3350","-80","-2.33","44114341000"
"017940","E1","KOSPI","유통","82000","-700","-0.85","562520000000"
"365550","ESR켄달스퀘어리츠","KOSPI","부동산","4375","-20","-0.46","1076639375000"
"383220","F&F","KOSPI","섬유·의류","71300","-1300","-1.79","2731294447500"
"007700","F&F홀딩스","KOSPI","기타금융","20200","-400","-1.94","790110213400"
"114090","GKL","KOSPI","오락·문화","14970","460","3.17","925979379900"
"078930","GS","KOSPI","기타금융","56300","-100","-0.18","5231135781400"
"006360","GS건설","KOSPI","건설","18820","-500","-2.59","1610643641800"
"001250","GS글로벌","KOSPI","유통","2350","-40","-1.67","193954345400"
"007070","GS리테일","KOSPI","유통","21850","300","1.39","1826822017750"
"078935","GS우","KOSPI","기타금융","47550","50","0.11","84868476300"
"499790","GS피앤엘","KOSPI","기타금융","48100","2250","4.91","953863452100"
"012630","HDC","KOSPI","기타금융","17320","-110","-0.63","1034726607720"
"039570","HDC랩스","KOSPI","건설","8490","180","2.17","220380032490"
"089470","HDC현대EP","KOSPI","화학","4070","-20","-0.49","129833000000"
"294870","HDC현대산업개발","KOSPI","건설","19440","-190","-0.97","1281238495200"
"009540","HD한국조선해양","KOSPI","기타금융","403000","-7000","-1.71","28521565748000"
"267250","HD현대","KOSPI","기타금융","188300","-8200","-4.17","14874397905500"
"267270","HD현대건설기계","KOSPI","기계·장비","92800","-1000","-1.07","1610786486400"
"443060","HD현대마린솔루션","KOSPI","일반서비스","181500","-4600","-2.47","8136501615000"
"071970","HD현대마린엔진","KOSPI","기계·장비","76300","-1200","-1.55","2588210068500"
"010620","HD현대미포","KOSPI","운송장비·부품","223000","0","0.00","8907099227000"
"322000","HD현대에너지솔루션","KOSPI","전기·전자","53100","-1400","-2.57","594720000000"
"042670","HD현대인프라코어","KOSPI","기계·장비","14470","-140","-0.96","2732677413860"
"267260","HD현대일렉트릭","KOSPI","전기·전자","746000","-29000","-3.74","26891162710000"
"329180","HD현대중공업","KOSPI","운송장비·부품","515000","-20000","-3.74","45718154740000"
"097230","HJ중공업","KOSPI","건설","21450","650","3.13","1936835128800"
"014790","HL D&I","KOSPI","건설","2550","-35","-1.35","96539432550"
"003580","HLB글로벌","KOSPI","유통","2270","20","0.89","115006156350"
"204320","HL만도","KOSPI","운송장비·부품","51200","4600","9.87","2404204544000"
"060980","HL홀딩스","KOSPI","기타금융","48850","1400","2.95","450078351450"
"011200","HMM","KOSPI","운송·창고","19980","840","4.39","18845894640600"
"035000","HS애드","KOSPI","일반서비스","9050","200","2.26","149935051450"
"002460","HS화성","KOSPI","건설","12090","240","2.03","122713500000"
"487570","HS효성","KOSPI","기타금융","62500","-100","-0.16","232870437500"
"298050","HS효성첨단소재","KOSPI","화학","193700","-3200","-1.63","867765927600"
"003560","IHQ","KOSPI","오락·문화","10760","0","0.00","76220934800"
"015360","INVENI","KOSPI","일반서비스","63400","500","0.79","361380000000"
"175330","JB금융지주","KOSPI","기타금융","24250","150","0.62","4604701574250"
"234080","JW생명과학","KOSPI","제약","15050","80","0.53","238310037700"
"001060","JW중외제약","KOSPI","제약","25950","-100","-0.38","604269883500"
"001067","JW중외제약2우B","KOSPI","제약","61000","0","0.00","12808353000"
"001065","JW중외제약우","KOSPI","제약","27450","0","0.00","9386554950"
"096760","JW홀딩스","KOSPI","기타금융","3670","0","0.00","271304537140"
"008970","KBI동양철관","KOSPI","금속","1915","-51","-2.59","153010236905"
"105560","KB금융","KOSPI","기타금융","126300","1500","1.20","48178663608900"
"415640","KB발해인프라","KOSPI","기타금융","9720","-30","-0.31","1191142726560"
"432320","KB스타리츠","KOSPI","부동산","3630","-5","-0.14","368133854550"
"002380","KCC","KOSPI","화학","418500","1500","0.36","3718988113500"
"344820","KCC글라스","KOSPI","비금속","27300","-150","-0.55","435994977600"
"009070","KCTC","KOSPI","운송·창고","5240","10","0.19","157200000000"
"009440","KC그린홀딩스","KOSPI","기타금융","756","0","0.00","17568790596"
"119650","KC코트렐","KOSPI","기계·장비","918","0","0.00","100782913662"
"092220","KEC","KOSPI","전기·전자","724","14","1.97","145352514084"
"003620","KG모빌리티","KOSPI","운송장비·부품","3315","-35","-1.04","670872833280"
"016380","KG스틸","KOSPI","금속","5390","-20","-0.37","539047954830"
"001390","KG케미칼","KOSPI","화학","5460","-10","-0.18","373840958400"
"033180","KH 필룩스","KOSPI","전기·전자","5310","0","0.00","138166306200"
"001940","KISCO홀딩스","KOSPI","금속","26550","550","2.12","376382889000"
"025000","KPX케미칼","KOSPI","화학","52900","0","0.00","256036000000"
"092230","KPX홀딩스","KOSPI","화학","72900","-300","-0.41","307976693400"
"000040","KR모터스","KOSPI","운송장비·부품","494","11","2.28","42669340896"
"044450","KSS해운","KOSPI","운송·창고","9560","90","0.95","220701012800"
"030200","KT","KOSPI","통신","50400","0","0.00","12701892924000"
"033780","KT&G","KOSPI","음식료·담배","143500","-2000","-1.37","16929648557500"
"058850","KTcs","KOSPI","IT 서비스","2795","-35","-1.24","119304575000"
"058860","KTis","KOSPI","IT 서비스","2715","-20","-0.73","94487430000"
"093050","LF","KOSPI","섬유·의류","17760","60","0.34","519302400000"
"003550","LG","KOSPI","기타금융","79300","500","0.63","12229771690500"
"034220","LG디스플레이","KOSPI","전기·전자","12330","-210","-1.67","6165000000000"
"051900","LG생활건강","KOSPI","화학","276000","-500","-0.18","4223478684000"
"051905","LG생활건강우","KOSPI","화학","116700","500","0.43","245034639900"
"064400","LG씨엔에스","KOSPI","IT 서비스","57200","-800","-1.38","5541876225600"
"373220","LG에너지솔루션","KOSPI","전기·전자","413000","5000","1.23","96642000000000"
"003555","LG우","KOSPI","기타금융","67200","200","0.30","202352572800"
"032640","LG유플러스","KOSPI","통신","15240","180","1.20","6550584130200"
"011070","LG이노텍","KOSPI","전기·전자","237500","500","0.21","5620937912500"
"066570","LG전자","KOSPI","전기·전자","85400","-200","-0.23","13910497449800"
"066575","LG전자우","KOSPI","전기·전자","47500","650","1.39","816334620000"
"037560","LG헬로비전","KOSPI","오락·문화","2320","0","0.00","179676726800"
"051910","LG화학","KOSPI","화학","372000","-2000","-0.53","26260351596000"
"051915","LG화학우","KOSPI","화학","191900","1000","0.52","1475480720000"
"079550","LIG넥스원","KOSPI","금속","368000","-15000","-3.92","8096000000000"
"006260","LS","KOSPI","기타금융","173900","-5000","-2.79","5512630000000"
"010120","LS ELECTRIC","KOSPI","전기·전자","443000","-17000","-3.70","13290000000000"
"000680","LS네트웍스","KOSPI","유통","3270","175","5.65","257685862320"
"229640","LS에코에너지","KOSPI","기타금융","34600","-800","-2.26","1059620813400"
"108320","LX세미콘","KOSPI","전기·전자","51800","0","0.00","842490740000"
"001120","LX인터내셔널","KOSPI","유통","31300","-250","-0.79","1213188000000"
"108670","LX하우시스","KOSPI","화학","30000","-500","-1.64","269030100000"
"108675","LX하우시스우","KOSPI","화학","17120","50","0.29","17673489600"
"383800","LX홀딩스","KOSPI","기타금융","7980","10","0.13","608719906200"
"38380K","LX홀딩스1우","KOSPI","기타금융","8520","-130","-1.50","12484228200"
"023150","MH에탄올","KOSPI","음식료·담배","4995","5","0.10","36855737370"
"035420","NAVER","KOSPI","IT 서비스","243000","-1000","-0.41","38115191034000"
"181710","NHN","KOSPI","IT 서비스","33350","400","1.21","1126100202050"
"400760","NH올원리츠","KOSPI","부동산","3545","-5","-0.14","194724279875"
"005940","NH투자증권","KOSPI","증권","20650","0","0.00","7358511219850"
"005945","NH투자증권우","KOSPI","증권","18970","0","0.00","357982262960"
"338100","NH프라임리츠","KOSPI","부동산","4505","15","0.33","84063300000"
"034310","NICE","KOSPI","일반서비스","13530","-20","-0.15","502347820260"
"030190","NICE평가정보","KOSPI","IT 서비스","16850","-350","-2.03","1002686092050"
"008260","NI스틸","KOSPI","금속","3315","-15","-0.45","94809387855"
"004250","NPC","KOSPI","화학","3895","-15","-0.38","143024400000"
"004255","NPC우","KOSPI","화학","2490","5","0.20","13147200000"
"456040","OCI","KOSPI","화학","59600","0","0.00","533568702000"
"010060","OCI홀딩스","KOSPI","기타금융","101200","-2900","-2.79","1904069600400"
"178920","PI첨단소재","KOSPI","화학","16630","-30","-0.18","488361934860"
"001340","PKC","KOSPI","화학","5940","60","1.02","266815337580"
"005490","POSCO홀딩스","KOSPI","금속","309000","-500","-0.16","25008282168000"
"010950","S-Oil","KOSPI","화학","77900","1200","1.56","8770199496800"
"010955","S-Oil우","KOSPI","화학","45400","950","2.14","182595485800"
"034120","SBS","KOSPI","오락·문화","19250","-50","-0.26","357111331500"
"003080","SB성보","KOSPI","화학","2915","15","0.52","58358300000"
"005090","SGC에너지","KOSPI","전기·가스","23350","100","0.43","336457925550"
"001380","SG글로벌","KOSPI","운송장비·부품","1757","12","0.69","79001999251"
"004060","SG세계물산","KOSPI","유통","327","-6","-1.80","66192961920"
"001770","SHD","KOSPI","금속","17820","80","0.45","21649125960"
"002360","SH에너지화학","KOSPI","화학","414","24","6.15","46009364220"
"009160","SIMPAC","KOSPI","금속","4990","-10","-0.20","326493284840"
"033530","SJG세종","KOSPI","운송장비·부품","8500","-100","-1.16","236478168500"
"123700","SJM","KOSPI","운송장비·부품","3705","-5","-0.13","57816147090"
"025530","SJM홀딩스","KOSPI","유통","3780","-5","-0.13","56450550240"
"034730","SK","KOSPI","기타금융","253000","-12500","-4.71","18343183859000"
"011790","SKC","KOSPI","화학","109200","-2000","-1.80","4135218141600"
"018670","SK가스","KOSPI","유통","237000","-2000","-0.84","2191122828000"
"001740","SK네트웍스","KOSPI","유통","4695","125","2.74","1038899749890"
"006120","SK디스커버리","KOSPI","기타금융","59000","-900","-1.50","1082523445000"
"006125","SK디스커버리우","KOSPI","기타금융","38400","-750","-1.92","50398272000"
"210980","SK디앤디","KOSPI","부동산","12650","10","0.08","235509882300"
"395400","SK리츠","KOSPI","부동산","5270","10","0.19","1564234122130"
"302440","SK바이오사이언스","KOSPI","제약","53400","-1400","-2.55","4184912343000"
"326030","SK바이오팜","KOSPI","일반서비스","137900","-1900","-1.36","10799397175000"
"402340","SK스퀘어","KOSPI","기타금융","302000","4000","1.34","40027339116000"
"361610","SK아이이테크놀로지","KOSPI","전기·전자","28950","450","1.58","2367736545000"
"100090","SK오션플랜트","KOSPI","금속","18020","-530","-2.86","1125855884580"
"03473K","SK우","KOSPI","기타금융","190100","-5900","-3.01","107622263500"
"096770","SK이노베이션","KOSPI","화학","114600","-400","-0.35","19373449504800"
"096775","SK이노베이션우","KOSPI","화학","74900","-500","-0.66","93507107400"
